label,message,num_characters,num_words,num_sentences
spam,congrats  year special cinema pass for  is yours call  now c suprman v matrix starwars etc all  free bxipwe pm dont miss out,124,23,1
ham,whatsup there dont u want to sleep,34,7,1
ham,hi mobile no  ltgt  has added you in their contact list on wwwfullonsmscom it s a great place to send free sms to people for more visit fullonsmscom,148,28,1
ham,awesome question with a cute answer someone asked a boy how is ur life   he smiled amp answered   she is fine gudnite,117,22,1
ham,aiyo a bit pai seh  noe scared he dun rem who i am then die hee but he become better lookin oredi leh,101,23,1
ham,wish i were with you now,24,6,1
ham,got it it looks scrumptious daddy wants to eat you all night long,65,13,1
spam,life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy  one gbpsms,130,27,1
ham,shopping eh ger i toking abt syd lehhaha,40,8,1
ham,i will reach office around  ltdecimalgt  amp my mobile have problem you cannt get my voice so call you asa ill free,115,22,1
ham,have you got xmas radio times if not i will get it now,54,13,1
ham,nope im still in the market,27,6,1
ham,your opinion about me  over  jada  kusruthi  lovable  silent  spl character  not matured  stylish  simple pls reply,115,17,1
spam,freeday sexy st georges day pic of jordantxt pic to  dont miss out then every wk a saucy celeb more pics c pocketbabecouk  wk,125,24,1
ham,ok very good its all about making that money,44,9,1
spam,thank you winner notified by sms good luck no future marketing reply stop to  customer services,95,16,1
ham,is there any training tomorrow,30,5,1
ham,u wake up already thanx  e tau sar piah its quite nice,54,12,1
ham,how dare you change my ring,27,6,1
ham,wen u miss someone the person is definitely special for u but if the person is so special why to miss them just keepintouch gdeve,129,25,1
ham,meet you in corporation st outside gap  you can see how my mind is working,74,15,1
ham,are your freezing  are you home yet  will you remember to kiss your mom in the morning do you love me  do you think of me  are you missing me yet,145,31,1
ham,hi dear we saw dear we both are happy where you my battery is low,65,15,1
ham,i emailed yifeng my part oredi can  get it fr him,49,11,1
ham,tunde how are you doing this is just wishing you a great day abiola,67,14,1
ham,finish already yar they keep saying i mushy i so embarrassed ok,63,12,1
ham,u guys never invite me anywhere,31,6,1
ham,fffff can you text kadeem or are you too far gone,49,11,1
ham,dont know supports ass and srt i thnk i think ps can play through usb too,73,16,1
ham,dunno da next show aft  is  toa payoh got,41,9,1
ham,havent eaten all day im sitting here staring at this juicy pizza and i cant eat it these meds are ruining my life,113,23,1
ham,it doesnt make sense to take it there unless its free if you need to know more wikipediacom,91,18,1
ham,bring it if you got it,22,6,1
ham,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,148,29,1
ham,gud mrng dear hav a nice day,28,7,1
ham,g wants to know where the fuck you are,38,9,1
ham,i am in officewhats the mattermsg me nowi will call you at break,64,13,1
ham,we confirm eating at esplanade,30,5,1
ham,ltgt  is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday  u happy ganesh festival happy dasara happy diwali happy christmas  ltgt  good mornings afternoons evenings nights rememberi am the first to wishing u all theseyours raj,433,65,1
spam,free unlimited hardcore porn direct  your mobile txt porn to   get free access for  hrs then chrgdp per day txt stop exit this msg is free,138,26,1
ham,happy new year princess,23,4,1
ham,uncle abbey happy new year abiola,33,6,1
ham,thats very rude you on campus,29,6,1
ham,what time you thinkin of goin,29,6,1
ham,my planning usually stops at find hella weed smoke hella weed,61,11,1
ham,as i entered my cabin my pa said  happy bday boss  i felt special she askd me  lunch after lunch she invited me to her apartment we went there,142,29,1
spam,ur cashbalance is currently  pounds  to maximize ur cashin now send go to  only pmsg cc  hgsuitelands rowwjhl,109,18,1
ham,alright took the morphine back in yo,36,7,1
ham,ryder unsoldnow gibbs,21,3,1
ham,lil fever now fine,18,4,1
ham,how are you wish you a great semester,37,8,1
spam,u have won a nokia  plus a free digital camera this is what u get when u win our free auction to take part send nokia to  now poboxtcrw,135,29,1
ham,aiyah u did ok already lar e nydc at wheellock,46,10,1
ham,im tired of arguing with you about this week after week do what you want and from now on ill do the same,104,23,1
spam,wow the boys r back take that  uk tour win vip tickets  prebook with vip club txt club to  trackmarque ltd infovipclubu,119,22,1
ham,thanks for sending this mental ability question,47,7,1
ham,my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked,108,20,1
ham,is fujitsu s series lifebook good,33,6,1
spam,moby pub quizwin a  high street prize if u know who the new duchess of cornwall will be txt her first name to unsub stop   sp arrow,131,27,1
ham,done it but internet connection v slow and cant send it will try again later or first thing tomo,96,19,1
ham,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,76,17,1
ham,ahhhhjust woken uphad a bad dream about u thoso i dont like u right now  i didnt know anything about comedy night but i guess im up for it,138,29,1
ham,also maaaan are you missing out,31,6,1
ham,sorry ill call later,20,4,1
ham,wow v v impressed have funs shopping,36,7,1
ham,u dont remember that old commercial,35,6,1
ham,alrite hunnywot u up  nite didnt end up goin down town jus da pub instead jus chillin at da mo in me bedroomlove jen xxx,120,25,1
ham,nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan  meet them xy ask me  bring u along  our next meeting,153,36,1
ham,was gr to see that message so when r u leaving congrats dear what school and wat r ur plans,91,20,1
ham,nvm im going to wear my sport shoes anyway im going to be late leh,66,15,1
ham,whats up bruv hope you had a great break do have a rewarding semester,69,14,1
ham,one of best dialogue in cute reltnship wen i die dont come near my body bcoz my hands may not come  wipe ur tears off that timegud ni,133,28,1
ham,how to make a girl happy its not at all difficult to make girls happy u only need to be  a friend  companion  lover  chef     ltgt  good listener  ltgt  organizer  ltgt  good boyfriend  ltgt  very clean  ltgt  sympathetic  ltgt  athletic  ltgt  warm     ltgt  courageous  ltgt  determined  ltgt  true  ltgt  dependable  ltgt  intelligent     ltgt  psychologist  ltgt  pest exterminator  ltgt  psychiatrist  ltgt  healer    ltgt  stylist  ltgt  driver   aaniye pudunga venaam,474,68,1
ham,make that   fucks sake x,24,5,1
ham,i think its far more than that but find out check google maps for a place from your dorm,88,19,1
ham,ltgt of pple marry with their lovers becz they hav gud undrstndng dat avoids problems i sent dis  u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to  ltgt  frnds in ltgt  mins whn u read,298,62,1
ham,i just really need shit before tomorrow and i know you wont be awake before like,80,16,1
ham,i am in your office na,22,6,1
ham,kallis is ready for bat in nd innings,37,8,1
ham,thanks it was only from tescos but quite nice all gone now speak soon,69,14,1
ham,hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at pm have a fab new year c u in coupla wks,131,34,1
ham,just got outta class gonna go gym,33,8,1
ham,infact happy new year how are you where are you when are we seeing,66,14,1
ham,dont worry i guess hes busy,27,6,1
ham,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after  you need to come home you need to getsleep and if anything you need to b studdying ear training,266,58,1
ham,at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try,95,22,1
ham,i got like  ltgt  i can get some more later though get whatever you feel like,77,16,1
ham,sorry ill call later,20,4,1
ham,carlos says hell be at mu in  ltgt  minutes,43,9,1
ham,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,121,25,1
ham,how come i din c  yup i cut my hair,35,10,1
spam,free top polyphonic tones call  national rate get a toppoly tune sent every week just text subpoly to   per pole unsub,118,21,1
ham,im home doc gave me pain meds says everything is fine,53,11,1
ham,thanx,5,1,1
ham,okay lor wah like that def they wont let us go haha what did they say in the terms and conditions,97,21,1
ham,just sleepingand surfing,24,3,1
ham,he said that he had a right giggle when he saw u again you would possibly be the first persondie from nvq but think how much you could for,138,29,1
